DATE,Close
2000-01-03,11.262167930603027
2000-01-04,10.7698335647583
2000-01-05,10.685212135314941
2000-01-06,11.154476165771484
2000-01-07,11.339097023010254
2000-01-10,11.13908576965332
2000-01-11,10.954463005065918
2000-01-12,11.169857025146484
2000-01-13,11.508330345153809
2000-01-14,11.777575492858887
2000-01-18,11.38525104522705
2000-01-19,11.34678840637207
2000-01-20,11.13908576965332
2000-01-21,11.000614166259766
2000-01-24,10.800600051879883
2000-01-25,10.915990829467773
2000-01-26,11.323709487915039
2000-01-27,11.446786880493164
2000-01-28,11.046772003173828
2000-01-31,11.354484558105469
2000-02-01,11.416019439697266
2000-02-02,11.300631523132324
2000-02-03,11.231392860412598
2000-02-04,11.116004943847656
2000-02-07,11.000614166259766
2000-02-08,11.123699188232422
2000-02-09,10.86214542388916
2000-02-10,10.562126159667969
2000-02-11,10.585206985473633
2000-02-14,10.677519798278809
2000-02-15,10.692909240722656
2000-02-16,10.469817161560059
2000-02-17,10.33903694152832
2000-02-18,9.969788551330566
2000-02-22,10.062101364135742
2000-02-23,10.023640632629395
2000-02-24,9.815933227539062
2000-02-25,9.754392623901367
2000-02-28,10.069795608520508
2000-02-29,10.139028549194336
2000-03-01,10.277495384216309
2000-03-02,10.21595287322998
2000-03-03,10.308269500732422
2000-03-06,10.208266258239746
2000-03-07,9.900554656982422
2000-03-08,9.785161972045898
2000-03-09,9.839012145996094
2000-03-10,9.869781494140625
2000-03-13,9.969788551330566
2000-03-14,9.931324005126953
2000-03-15,10.539047241210938
2000-03-16,11.446786880493164
2000-03-17,11.450194358825684
2000-03-20,11.234002113342285
2000-03-21,11.643208503723145
2000-03-22,11.74359130859375
2000-03-23,12.152801513671875
2000-03-24,12.291778564453125
2000-03-27,11.890287399291992
2000-03-28,11.98293685913086
2000-03-29,11.890287399291992
2000-03-30,11.913447380065918
2000-03-31,11.990654945373535
2000-04-03,12.56973648071289
2000-04-04,12.06786823272705
2000-04-05,11.975208282470703
2000-04-06,12.106472969055176
2000-04-07,11.859400749206543
2000-04-10,12.199121475219727
2000-04-11,12.353550910949707
2000-04-12,12.407594680786133
2000-04-13,12.08331298828125
2000-04-14,11.102750778198242
2000-04-17,11.19540023803711
2000-04-18,11.643208503723145
2000-04-19,11.488792419433594
2000-04-20,11.70498275756836
2000-04-24,11.98293685913086
2000-04-25,12.353550910949707
2000-04-26,12.106472969055176
2000-04-27,11.859400749206543
2000-04-28,12.106472969055176
2000-05-01,11.8362455368042
2000-05-02,11.720426559448242
2000-05-03,11.511958122253418
2000-05-04,11.334379196166992
2000-05-05,11.411589622497559
2000-05-08,11.635494232177734
2000-05-09,11.604607582092285
2000-05-10,11.295775413513184
2000-05-11,11.635494232177734
2000-05-12,11.766752243041992
2000-05-15,12.291778564453125
2000-05-16,12.222286224365234
2000-05-17,12.013823509216309
2000-05-18,12.16823959350586
2000-05-19,11.95205307006836
2000-05-22,12.106472969055176
2000-05-23,12.183680534362793
2000-05-24,12.338104248046875
2000-05-25,12.029263496398926
2000-05-26,11.98293685913086
2000-05-30,12.23000717163086
2000-05-31,12.376702308654785
2000-06-01,12.785916328430176
2000-06-02,13.310946464538574
2000-06-05,13.009831428527832
2000-06-06,12.724154472351074
2000-06-07,12.90944766998291
2000-06-08,12.693268775939941
2000-06-09,12.477079391479492
2000-06-12,12.585166931152344
2000-06-13,12.56973648071289
2000-06-14,12.785916328430176
2000-06-15,12.484798431396484
2000-06-16,11.900379180908203
2000-06-19,12.210286140441895
2000-06-20,12.055339813232422
2000-06-21,11.962357521057129
2000-06-22,11.95461368560791
2000-06-23,11.869390487670898
2000-06-26,12.055339813232422
2000-06-27,12.171546936035156
2000-06-28,12.078581809997559
2000-06-29,12.070825576782227
2000-06-30,11.776419639587402
2000-07-03,11.993350982666016
2000-07-05,12.125062942504883
2000-07-06,12.218031883239746
2000-07-07,12.427220344543457
2000-07-10,12.458210945129395
2000-07-11,12.520191192626953
2000-07-12,12.698382377624512
2000-07-13,12.574417114257812
2000-07-14,12.783611297607422
2000-07-17,12.54343032836914
2000-07-18,12.566673278808594
2000-07-19,12.520191192626953
2000-07-20,12.837836265563965
2000-07-21,12.799107551574707
2000-07-24,12.876579284667969
2000-07-25,12.899826049804688
2000-07-26,12.837836265563965
2000-07-27,12.876579284667969
2000-07-28,12.59766960144043
2000-07-31,12.814608573913574
2000-08-01,12.899826049804688
2000-08-02,12.884330749511719
2000-08-03,13.225224494934082
2000-08-04,13.73657512664795
2000-08-07,13.775309562683105
2000-08-08,13.775309562683105
2000-08-09,13.682337760925293
2000-08-10,13.604862213134766
2000-08-11,13.814045906066895
2000-08-14,13.99224853515625
2000-08-15,13.73657512664795
2000-08-16,13.573870658874512
2000-08-17,13.752067565917969
2000-08-18,13.651342391967773
2000-08-21,13.75981616973877
2000-08-22,13.907023429870605
2000-08-23,13.728815078735352
2000-08-24,13.705584526062012
2000-08-25,13.51963996887207
2000-08-28,13.775309562683105
2000-08-29,13.635849952697754
2000-08-30,13.75981616973877
2000-08-31,14.116206169128418
2000-09-01,13.883776664733887
2000-09-05,14.054221153259277
2000-09-06,14.16269302368164
2000-09-07,14.046475410461426
2000-09-08,14.364129066467285
2000-09-11,14.650790214538574
2000-09-12,14.627552032470703
2000-09-13,14.534584999084473
2000-09-14,14.48034381866455
2000-09-15,14.24435806274414
2000-09-18,13.770306587219238
2000-09-19,14.065617561340332
2000-09-20,13.86357307434082
2000-09-21,13.708148956298828
2000-09-22,13.972373962402344
2000-09-25,14.197731018066406
2000-09-26,14.10448169708252
2000-09-27,14.112244606018066
2000-09-28,14.46971321105957
