DATE,Close
2018-06-01,46.49508285522461
2018-07-01,45.49065017700195
2018-08-01,46.16652297973633
2018-09-01,45.99757766723633
2018-10-01,43.335914611816406
2018-11-01,42.36640930175781
2018-12-01,38.85548782348633
2019-01-01,43.56200408935547
2019-02-01,43.36369323730469
2019-03-01,44.16636657714844
2019-04-01,47.36606216430664
2019-05-01,44.5469856262207
2019-06-01,46.56196212768555
2019-07-01,48.1529541015625
2019-08-01,46.967620849609375
2019-09-01,46.9581413269043
2019-10-01,48.11317825317383
2019-11-01,49.95711898803711
2019-12-01,50.974124908447266
2020-01-01,51.35175704956055
2020-02-01,48.351253509521484
2020-03-01,42.140655517578125
2020-04-01,48.02896499633789
2020-05-01,51.601524353027344
2020-06-01,51.620628356933594
2020-07-01,55.63972091674805
2020-08-01,60.549949645996094
2020-09-01,56.855316162109375
2020-10-01,56.78376007080078
2020-11-01,62.73069381713867
2020-12-01,64.7258071899414
2021-01-01,64.25274658203125
2021-02-01,68.75850677490234
2021-03-01,70.43975067138672
2021-04-01,75.11644744873047
2021-05-01,75.82862091064453
2021-06-01,77.92667388916016
2021-07-01,79.44547271728516
2021-08-01,82.55004119873047
2021-09-01,77.23760223388672
2021-10-01,77.55325317382812
2021-11-01,72.7918701171875
2021-12-01,75.02286529541016
2022-01-01,71.56736755371094
2022-02-01,66.24457550048828
2022-03-01,66.56394958496094
2022-04-01,57.30241012573242
2022-05-01,58.38908004760742
2022-06-01,52.65495681762695
2022-07-01,54.82483673095703
2022-08-01,52.88938903808594
2022-09-01,46.57728576660156
2022-10-01,46.98764419555664
2022-11-01,50.20397186279297
2022-12-01,46.77322006225586
2023-01-01,53.81562042236328
2023-02-01,52.271881103515625
2023-03-01,56.6392707824707
2023-04-01,58.684993743896484
2023-05-01,60.9775276184082
2023-06-01,63.75992202758789
2023-07-01,67.50411987304688
2023-08-01,66.46393585205078
2023-09-01,64.34431457519531
2023-10-01,63.668636322021484
2023-11-01,68.6365966796875
2023-12-01,71.47966003417969
2024-01-01,74.83067321777344
2024-02-01,78.2625503540039
2024-03-01,80.53075408935547
2024-04-01,76.99109649658203
2024-05-01,82.3308334350586
2024-06-01,84.70405578613281
2024-07-01,85.05690002441406
2024-08-01,86.5738296508789
2024-09-01,89.62751007080078
2024-10-01,91.53045654296875
2024-11-01,97.8552474975586
2024-12-01,96.27404022216797
2025-01-01,102.07788848876953
2025-02-01,101.69901275634766
2025-03-01,96.16539001464844
